,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
606,27,OH,500/1000,1000,1664.66,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,Unknown,0,3,Unknown,5750,5750,46000,Audi,A3,2010,N,46,2012
607,39,IN,250/500,1000,1151.39,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,No Collision,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,Unknown,870,1740,6090,Accura,RSX,2003,N,60,6633
608,46,OH,100/300,2000,1546.01,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,Unknown,15420,7710,53970,Volkswagen,Jetta,1996,N,61,3802
609,57,IL,250/500,500,1063.67,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,6600,6600,46200,Dodge,Neon,1995,N,46,8599
610,46,IN,100/300,1000,709.14,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,9980,4990,39920,Toyota,Corolla,2006,N,45,3681
611,30,IL,250/500,500,1039.55,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,Unknown,2,1,Unknown,6730,13460,53840,Chevrolet,Tahoe,2005,N,46,1158
612,42,IL,250/500,500,1339.39,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,Unknown,1,2,YES,11180,11180,39130,BMW,X5,1998,N,47,6807
613,27,IN,250/500,1000,1202.75,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,6630,13260,59670,Volkswagen,Passat,2003,N,60,8204
614,33,IL,100/300,2000,1081.17,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,No Collision,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,Unknown,0,1,NO,490,490,3920,Toyota,Camry,2010,N,44,8877
615,34,IL,250/500,500,991.39,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,Unknown,1,0,NO,14140,14140,49490,Nissan,Pathfinder,2000,N,44,7670
616,43,IN,500/1000,500,984.02,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,Unknown,2,2,Unknown,7470,14940,52290,Nissan,Maxima,2007,Y,47,2837
617,26,IL,100/300,500,1354.83,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,Unknown,4060,4060,32480,Volkswagen,Passat,2010,N,47,272
618,28,OH,100/300,1000,830.31,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Unknown,1,0,Unknown,10060,10060,25150,Jeep,Wrangler,2006,N,44,1797
619,36,IL,100/300,2000,987.42,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,Unknown,4280,8560,34240,Saab,93,2006,N,46,5354
620,57,OH,500/1000,500,1119.29,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,Unknown,0,0,NO,4070,4070,32560,Volkswagen,Passat,2000,Y,61,8503
621,27,OH,100/300,500,1048.39,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,Unknown,2,1,YES,6300,3150,25200,Ford,F150,1996,N,62,4059
622,28,OH,500/1000,1000,1074.47,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,No Collision,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,Unknown,2,0,Unknown,400,400,2400,Jeep,Grand Cherokee,2012,N,46,8240
623,42,IL,500/1000,1000,1230.76,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,Unknown,1,1,NO,7180,14360,57440,Saab,92x,1997,Y,47,7755
624,31,OH,500/1000,500,1255.02,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,No Collision,Minor Damage,,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,560,1120,4480,Nissan,Ultima,1996,N,46,4571
625,60,IN,100/300,1000,1555.52,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,15500,7750,62000,Mercedes,E400,1999,N,43,1553
626,50,IL,100/300,2000,836.11,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,12140,6070,54630,Dodge,Neon,2010,N,46,6532
627,40,IN,100/300,500,1450.98,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,No Collision,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Unknown,0,2,NO,1100,1100,3850,Toyota,Camry,2010,N,47,6532
628,39,IN,250/500,2000,625.08,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,15980,7990,63920,BMW,X6,2014,Y,43,8904
629,47,IL,100/300,2000,1133.27,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,Unknown,0,2,YES,11000,5500,44000,Ford,F150,1999,Y,43,277
630,35,IN,500/1000,500,1366.6,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,Unknown,2,1,NO,16040,16040,56140,Chevrolet,Malibu,2008,N,62,3815
631,37,OH,500/1000,1000,1439.9,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,9760,4880,39040,Accura,MDX,2004,N,47,2006
632,45,OH,500/1000,1000,1230.69,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,5380,5380,43040,Accura,MDX,2006,N,44,2746
633,29,OH,100/300,2000,1307.68,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,4530,9060,40770,Mercedes,E400,1995,Y,60,1831
634,35,IL,500/1000,2000,1124.69,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,9880,4940,39520,Toyota,Camry,2001,N,44,5394
635,35,OH,100/300,1000,1520.78,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,No Collision,Trivial Damage,,SC,Columbus,3320 5th Hwy,5,1,Unknown,0,2,YES,520,260,2080,Chevrolet,Tahoe,1997,Y,47,2497
636,28,OH,100/300,2000,1609.11,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,No Collision,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,0,1220,4270,Saab,95,1999,N,60,9022
637,45,IL,500/1000,1000,1358.91,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,Unknown,670,1340,5360,Suburu,Impreza,1997,N,45,8739
638,34,OH,500/1000,500,1295.87,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,Unknown,1,0,NO,5080,5080,40640,Audi,A3,1997,Y,43,8335
639,48,IL,250/500,500,1161.03,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,Unknown,1,1,Unknown,5190,5190,31140,Nissan,Ultima,2014,N,46,660
640,38,OH,500/1000,2000,1441.06,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,Unknown,2,3,YES,8150,16300,65200,Dodge,RAM,2005,N,43,2099
641,55,OH,100/300,1000,1097.99,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,0,0,39690,Suburu,Legacy,1998,N,44,2269
642,32,IL,500/1000,1000,1464.42,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,Unknown,2,0,NO,5660,5660,50940,Saab,92x,1995,N,46,5307
643,38,IL,250/500,500,1543.68,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,1,YES,9440,4720,37760,Audi,A3,2001,Y,60,227
644,40,IL,250/500,500,1390.89,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,Unknown,2,2,Unknown,9720,4860,38880,Volkswagen,Jetta,2009,N,45,7251
645,43,OH,100/300,2000,1148.58,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,YES,2,1,YES,5710,5710,45680,Honda,CRV,2014,N,47,8919
646,36,IN,250/500,500,1616.26,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,Unknown,14080,7040,56320,Dodge,Neon,2004,N,61,5904
647,40,IL,500/1000,500,1398.94,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,2,NO,6830,13660,47810,Suburu,Forrestor,2003,N,61,7047
648,32,OH,500/1000,1000,1238.92,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,No Collision,Trivial Damage,,NY,Arlington,4558 3rd Hwy,4,1,Unknown,0,2,Unknown,460,920,3680,Honda,CRV,2012,N,45,5531
649,32,IL,100/300,1000,968.46,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,Unknown,0,2,Unknown,6600,13200,39600,Dodge,RAM,1995,Y,61,4566
650,31,IL,100/300,500,1045.12,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,NO,0,2,Unknown,0,15540,54390,Ford,Escape,2013,Y,61,7839
651,27,IN,100/300,1000,1537.33,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,7770,15540,54390,Jeep,Wrangler,2008,N,46,2623
652,54,OH,500/1000,500,912.3,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,NO,2,1,Unknown,12500,12500,43750,Audi,A5,2007,Y,46,2526
653,29,OH,100/300,2000,1007.28,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,NO,1,3,YES,16560,16560,57960,Jeep,Wrangler,1995,N,45,3065
654,20,IN,500/1000,1000,1189.98,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,NO,1,3,YES,4030,8060,36270,Audi,A5,2000,N,61,4347
655,34,OH,250/500,1000,1576.41,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,YES,1,1,YES,9500,9500,76000,Ford,F150,2001,N,61,4290
656,32,OH,100/300,500,1172.82,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,No Collision,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,Unknown,1,3,NO,780,390,2730,Ford,F150,2010,N,44,4677
657,39,IL,500/1000,500,1312.22,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,Unknown,0,3,NO,11880,5940,41580,Jeep,Grand Cherokee,2010,Y,60,4011
658,43,OH,500/1000,1000,671.01,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,Unknown,2,0,Unknown,6690,6690,46830,Nissan,Maxima,2013,N,47,5838
659,32,IL,250/500,500,895.14,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,Unknown,0,3,YES,8720,4360,30520,Suburu,Legacy,2010,N,43,4735
660,57,IN,100/300,2000,1373.21,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,6280,12560,43960,Jeep,Wrangler,2012,N,47,8102
661,48,OH,250/500,1000,1625.65,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,YES,1,3,Unknown,11900,5950,41650,Dodge,Neon,2006,N,46,6091
662,37,OH,250/500,2000,1295.63,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,YES,1,0,Unknown,5940,5940,41580,Honda,CRV,2009,N,43,1485
663,33,IL,100/300,1000,1459.96,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,NO,0,1,NO,7580,7580,26530,Saab,95,1999,N,60,1048
664,46,OH,100/300,500,1219.94,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,Unknown,0,1,YES,6310,12620,44170,Accura,TL,2000,N,43,1343
665,60,OH,500/1000,500,1064.49,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,Unknown,5240,10480,47160,Mercedes,E400,2007,Y,46,3006
666,51,IL,100/300,1000,959.83,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,Unknown,2,2,YES,17400,11600,46400,BMW,X6,2006,Y,43,2411
667,40,OH,250/500,2000,1767.02,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,YES,1,1,NO,4200,8400,33600,Audi,A5,1997,N,45,7851
668,47,IN,500/1000,500,1285.01,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,5850,5850,46800,Toyota,Camry,2010,N,45,2478
669,57,OH,500/1000,2000,1422.95,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,11040,11040,44160,Nissan,Maxima,2003,N,60,5321
670,36,IN,100/300,2000,1223.39,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,17,3,Unknown,1,3,Unknown,8180,8180,49080,Jeep,Wrangler,2014,N,45,1827
671,43,IL,500/1000,2000,1539.06,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,3,Unknown,10700,10700,42800,Ford,F150,2002,N,43,9064
672,25,IN,100/300,2000,988.06,FEMALE,Masters,other-service,dancing,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,YES,1,0,NO,4040,4040,24240,Dodge,RAM,2000,N,46,6216
673,28,IL,500/1000,1000,1740.57,FEMALE,College,farming-fishing,golf,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,3,1,Unknown,0,1,Unknown,3720,3720,26040,Dodge,Neon,2011,N,44,46
674,38,OH,250/500,1000,1540.91,MALE,College,adm-clerical,polo,wife,40900,0,Vehicle Theft,No Collision,Trivial Damage,,VA,Northbend,1515 Embaracadero St,0,1,NO,1,1,YES,480,960,2880,Toyota,Corolla,1995,N,60,7019
675,29,IL,250/500,500,1381.88,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,No Collision,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,4,1,NO,0,2,Unknown,840,420,2940,Jeep,Wrangler,2008,N,43,4653
676,29,OH,100/300,500,1446.98,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,11,3,YES,2,0,NO,10540,5270,42160,Saab,93,2006,N,43,4569
677,31,IN,500/1000,500,1220.86,MALE,JD,other-service,paintball,husband,55400,-40400,Parked Car,No Collision,Trivial Damage,,NY,Arlington,9639 Britain Ridge,4,1,YES,1,2,Unknown,0,960,3360,Saab,93,2003,N,43,783
678,45,IL,500/1000,500,948.1,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,9422 Washington Ridge,11,3,Unknown,0,2,Unknown,13860,6930,48510,Ford,Escape,2010,N,43,5403
679,30,OH,100/300,500,1471.24,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,NO,2,2,NO,4060,4060,24360,Dodge,Neon,1997,N,60,4660
680,38,IN,100/300,2000,1157.97,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,20,1,Unknown,2,2,YES,6720,6720,47040,Accura,TL,2001,N,43,2441
681,38,IL,250/500,2000,566.11,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,No Collision,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,22,1,YES,0,0,NO,440,440,1760,Honda,CRV,2015,N,45,7594
682,27,OH,500/1000,500,1060.88,MALE,JD,other-service,skydiving,other-relative,0,-66500,Parked Car,No Collision,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,NO,0,3,NO,550,1100,4400,Volkswagen,Passat,2009,N,61,8375
683,43,OH,250/500,1000,1524.45,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,NO,0,0,NO,4270,4270,34160,Saab,92x,1995,Y,60,6855
684,47,IN,250/500,1000,1556.17,MALE,College,prof-specialty,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,3,NO,3660,7320,29280,Accura,MDX,1996,Y,46,675
685,50,OH,500/1000,500,1216.24,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,NO,2,0,Unknown,5000,10000,35000,Chevrolet,Silverado,2008,N,61,1889
686,35,IN,250/500,500,1484.72,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,No Collision,Trivial Damage,,NY,Riverwood,5743 4th Ridge,4,1,NO,0,1,NO,640,320,2880,Saab,92x,1998,N,43,2280
687,41,IL,250/500,500,1203.81,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,Unknown,0,2,Unknown,13700,20550,61650,Saab,95,1999,N,61,8026
688,47,IN,250/500,1000,1393.34,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,YES,1,3,YES,6240,12480,37440,Audi,A5,2002,N,47,2369
689,42,OH,100/300,1000,1484.48,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3100 Best St,10,1,NO,2,3,Unknown,5730,11460,45840,Saab,92x,1996,N,61,1627
690,41,IL,250/500,500,1581.27,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,YES,2,2,NO,5770,11540,46160,BMW,X6,1999,N,60,6956
691,38,IL,250/500,1000,1281.25,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,Unknown,0,2,NO,8080,4040,32320,BMW,X6,2007,Y,46,8532
692,35,IN,250/500,500,1667.83,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,No Collision,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,YES,1,1,NO,1200,1200,4200,Jeep,Grand Cherokee,2005,N,46,1791
693,36,OH,250/500,1000,1497.41,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,NO,2,0,YES,9650,9650,57900,Ford,Escape,1996,N,61,8960
694,30,OH,100/300,500,803.36,FEMALE,High School,protective-serv,reading,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,Unknown,0,0,YES,0,11400,45600,Audi,A3,2013,N,43,2117
695,45,OH,250/500,2000,1221.41,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Riverwood,8742 4th St,9,1,NO,2,1,NO,300,300,2100,Honda,Accord,2006,N,46,5601
696,36,OH,250/500,500,1865.83,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,Unknown,2,1,YES,4300,8600,34400,Volkswagen,Jetta,2006,N,43,7258
697,37,OH,250/500,2000,1434.27,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,13,1,Unknown,2,3,Unknown,5010,10020,40080,Nissan,Maxima,2002,N,45,8422
698,31,IN,500/1000,500,1114.68,FEMALE,Associate,other-service,reading,husband,44500,-55900,Vehicle Theft,No Collision,Trivial Damage,Police,SC,Springfield,8233 Tree Drive,5,1,YES,1,0,NO,480,480,3360,Mercedes,E400,2002,N,47,1456
